ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
7521068,HS322955,05/23/2010 11:06:00 PM,045XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0914,009,3,61,08B,1166099,1874550,2010,02/04/2016 06:33:39 AM,41.811344308,-87.666278625,"(41.811344308, -87.666278625)"
7521069,HS324580,05/24/2010 08:20:00 PM,021XX N MANGO AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,2515,025,37,19,24,1137704,1913849,2010,02/04/2016 06:33:39 AM,41.919743855,-87.769484497,"(41.919743855, -87.769484497)"
7521070,HS324544,05/24/2010 07:50:00 PM,090XX S LOOMIS ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2222,022,21,73,18,1168584,1844717,2010,02/04/2016 06:33:39 AM,41.729425469,-87.658022998,"(41.729425469, -87.658022998)"
7521071,HS324571,05/24/2010 08:05:00 PM,048XX W FLOURNOY ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1533,015,24,25,18,1144140,1896514,2010,02/04/2016 06:33:39 AM,41.872056087,-87.746273147,"(41.872056087, -87.746273147)"
7521072,HS324510,05/22/2010 11:00:00 PM,025XX N SPRINGFIELD AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,2524,025,30,22,06,1149957,1916528,2010,02/04/2016 06:33:39 AM,41.926865375,-87.724394743,"(41.926865375, -87.724394743)"
7521073,HS322794,05/23/2010 07:45:00 PM,082XX S COLES AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,0424,004,7,46,04A,1198249,1850994,2010,02/04/2016 06:33:39 AM,41.745959992,-87.549144436,"(41.745959992, -87.549144436)"
7521074,HS324543,05/24/2010 07:46:00 PM,081XX S MANISTEE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,0422,004,7,46,08B,1195916,1851566,2010,02/04/2016 06:33:39 AM,41.747587631,-87.557673948,"(41.747587631, -87.557673948)"
7521075,HS324317,05/18/2010 02:00:00 PM,095XX S WESTERN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,false,false,2213,022,19,72,11,1162050,1841407,2010,02/04/2016 06:33:39 AM,41.720480471,-87.682050624,"(41.720480471, -87.682050624)"
7521076,HS324573,05/24/2010 07:45:00 PM,105XX S AVENUE O,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0432,004,10,52,08B,1200858,1835629,2010,02/04/2016 06:33:39 AM,41.703731612,-87.540103547,"(41.703731612, -87.540103547)"
7521077,HS324606,05/24/2010 08:30:00 PM,052XX W ADAMS ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1522,015,29,25,18,1141562,1898832,2010,02/04/2016 06:33:39 AM,41.87846497,-87.755680918,"(41.87846497, -87.755680918)"
7521079,HS324483,05/22/2010 08:00:00 PM,084XX S YATES BLVD,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,0412,004,8,46,06,1193639,1849430,2010,02/04/2016 06:33:39 AM,41.741782291,-87.566087177,"(41.741782291, -87.566087177)"
7521080,HS324382,05/24/2010 05:50:00 PM,087XX S ESCANABA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0423,004,10,46,14,1196908,1847487,2010,02/04/2016 06:33:39 AM,41.736369941,-87.554174373,"(41.736369941, -87.554174373)"
7521081,HS324360,05/24/2010 02:30:00 PM,085XX S PHILLIPS AVE,0850,THEFT,ATTEMPT THEFT,RESIDENCE-GARAGE,false,false,0423,004,7,46,06,1193983,1848851,2010,02/04/2016 06:33:39 AM,41.740185042,-87.564845741,"(41.740185042, -87.564845741)"
7521082,HS324432,05/24/2010 06:30:00 PM,101XX S AVENUE M,0460,BATTERY,SIMPLE,STREET,false,false,0432,004,10,52,08B,1201490,1838307,2010,02/04/2016 06:33:39 AM,41.71106427,-87.53769874,"(41.71106427, -87.53769874)"
7521083,HS322350,05/23/2010 01:30:00 PM,087XX S STONY ISLAND AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0412,004,8,48,08A,1188320,1847443,2010,02/04/2016 06:33:39 AM,41.736458248,-87.585638764,"(41.736458248, -87.585638764)"
7521084,HS324579,05/24/2010 04:30:00 PM,023XX E 93RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,false,true,0413,004,7,48,08B,1193360,1843756,2010,02/04/2016 06:33:39 AM,41.726219145,-87.567294437,"(41.726219145, -87.567294437)"
7521085,HS324612,05/24/2010 08:40:00 PM,054XX S ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0932,009,16,61,18,1166605,1868430,2010,02/04/2016 06:33:39 AM,41.794539528,-87.6645973,"(41.794539528, -87.6645973)"
7521086,HS324538,05/24/2010 07:07:00 PM,059XX N WINTHROP AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,PARK PROPERTY,true,false,2022,020,48,77,26,1167793,1939432,2010,02/04/2016 06:33:39 AM,41.989348532,-87.658192271,"(41.989348532, -87.658192271)"
7521087,HS324010,05/24/2010 02:00:00 PM,081XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0422,004,7,46,08B,1194594,1851476,2010,02/04/2016 06:33:39 AM,41.747373264,-87.562521006,"(41.747373264, -87.562521006)"
7521089,HS324497,05/24/2010 06:58:00 PM,018XX S ALBANY AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,true,true,1022,010,24,29,04B,1156006,1890845,2010,02/04/2016 06:33:39 AM,41.856268785,-87.702860652,"(41.856268785, -87.702860652)"
7521091,HS324570,05/24/2010 07:10:00 PM,011XX N CALIFORNIA AVE,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,SIDEWALK,true,false,1311,012,1,24,22,1157524,1907277,2010,02/04/2016 06:33:39 AM,41.901329063,-87.696841493,"(41.901329063, -87.696841493)"
7521092,HS324585,05/24/2010 06:30:00 PM,017XX N KOSTNER AVE,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,false,false,2533,025,31,23,06,1146784,1911248,2010,02/04/2016 06:33:39 AM,41.912437783,-87.736189335,"(41.912437783, -87.736189335)"
7521093,HS324355,05/24/2010 06:00:00 PM,049XX W ST PAUL AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2533,025,37,25,05,1142961,1911178,2010,02/04/2016 06:33:39 AM,41.912317875,-87.750235936,"(41.912317875, -87.750235936)"
7521094,HS324291,05/24/2010 12:30:00 PM,021XX N HAMLIN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2525,025,26,22,05,1150698,1913925,2010,02/04/2016 06:33:39 AM,41.91970804,-87.721740091,"(41.91970804, -87.721740091)"
7521095,HS324356,05/24/2010 05:40:00 PM,031XX W WARREN BLVD,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,1331,012,28,27,18,1155374,1900183,2010,02/04/2016 06:33:39 AM,41.881905955,-87.704929516,"(41.881905955, -87.704929516)"
7521096,HS324298,05/24/2010 05:06:00 PM,014XX W 89TH ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,2222,022,21,71,18,1168121,1845757,2010,02/04/2016 06:33:39 AM,41.732289338,-87.659689275,"(41.732289338, -87.659689275)"
7521097,HS324455,05/24/2010 06:20:00 PM,0000X E GRAND AVE,0810,THEFT,OVER $500,DEPARTMENT STORE,false,false,1834,018,42,8,06,1176796,1903917,2010,02/04/2016 06:33:39 AM,41.891694878,-87.626155832,"(41.891694878, -87.626155832)"
7521098,HS309802,05/15/2010 10:10:00 PM,013XX W 88TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2222,022,21,71,14,1168964,1846410,2010,02/04/2016 06:33:39 AM,41.734063117,-87.656582192,"(41.734063117, -87.656582192)"
7521100,HS324583,05/24/2010 06:00:00 PM,020XX W 18TH PL,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,1223,012,25,31,08A,1163082,1891069,2010,02/04/2016 06:33:39 AM,41.856737949,-87.676881779,"(41.856737949, -87.676881779)"
7521101,HS324611,05/24/2010 08:30:00 PM,037XX W CHICAGO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1112,011,27,23,18,1151140,1905078,2010,02/04/2016 06:33:39 AM,41.895422368,-87.720348395,"(41.895422368, -87.720348395)"
7521102,HS324421,05/24/2010 06:30:00 PM,013XX S RACINE AVE,0810,THEFT,OVER $500,PARK PROPERTY,false,false,1231,012,2,28,06,1168579,1894058,2010,02/04/2016 06:33:39 AM,41.864822916,-87.656618405,"(41.864822916, -87.656618405)"
7521103,HS324232,05/21/2010 08:00:00 PM,012XX W 18TH ST,0810,THEFT,OVER $500,SMALL RETAIL STORE,false,false,1222,012,25,31,06,1168176,1891540,2010,02/04/2016 06:33:39 AM,41.857922021,-87.658170505,"(41.857922021, -87.658170505)"
7521104,HS324408,05/24/2010 06:35:00 PM,019XX W HARRISON ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,1224,012,2,28,08B,1163470,1897384,2010,02/04/2016 06:33:39 AM,41.874058738,-87.675279931,"(41.874058738, -87.675279931)"
7521106,HS324199,05/24/2010 02:00:00 PM,076XX S MARQUETTE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0421,004,7,43,03,1195647,1854999,2010,02/04/2016 06:33:39 AM,41.757014693,-87.558546342,"(41.757014693, -87.558546342)"
7521107,HS324633,05/24/2010 08:23:00 PM,045XX W DIVERSEY AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,2521,025,31,20,24,1145448,1918225,2010,02/04/2016 06:33:39 AM,41.931608779,-87.740920423,"(41.931608779, -87.740920423)"
7521108,HS324632,05/24/2010 07:30:00 PM,045XX S HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0914,009,20,61,08B,1165440,1874579,2010,02/04/2016 06:33:39 AM,41.811437898,-87.668694976,"(41.811437898, -87.668694976)"
